area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,,1400.0,2.0,2.0,78.0,3,5571.43
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,2.0,40.44,3,2888.57
Built-up  Area,Ready To Move,Banashankari Stage III,4 Bedroom,,2100.0,3.0,1.0,147.0,4,7000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150.0,2.0,1.0,48.5,2,4217.39
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1500.0,3.0,2.0,88.0,3,5866.67
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Seardac,2400.0,3.0,2.0,380.0,3,15833.33
Plot  Area,Ready To Move,HRBR Layout,3 Bedroom,,1200.0,3.0,2.0,240.0,3,20000.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790.0,3.0,2.0,105.0,3,5865.92
Super built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,1125.0,2.0,2.0,75.0,2,6666.67
Super built-up  Area,18-Dec,Hennur,3 BHK,Exitym,1830.5,3.0,0.0,84.205,3,4600.11
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Spsic C,1100.0,2.0,1.0,50.0,2,4545.45
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1275.0,2.0,1.0,51.0,2,4000.0
Built-up  Area,Ready To Move,Banaswadi,2 BHK,Shidei,1105.0,2.0,2.0,57.0,2,5158.37
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Juaxyan,1110.0,2.0,2.0,46.5,2,4189.19
Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708.0,1.0,1.0,41.0,1,5790.96
Super built-up  Area,Ready To Move,Kudlu,2 BHK,,1027.0,2.0,2.0,44.0,2,4284.32
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,3122.0,6.0,2.0,250.0,4,8007.69
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mailsaf,1205.0,2.0,2.0,37.0,2,3070.54
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,NDncysi,1450.0,2.0,2.0,73.0,3,5034.48
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,750.0,4.0,2.0,125.0,4,16666.67
Plot  Area,Ready To Move,Annaiah Reddy Layout,1 Bedroom,,540.0,1.0,0.0,22.0,1,4074.07
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,Prndsde,1200.0,2.0,2.0,42.0,2,3500.0
Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,,1200.0,5.0,1.0,260.0,5,21666.67
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Mykyayi,1837.0,2.0,2.0,95.0,3,5171.48
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1346.0,2.0,1.0,76.01,2,5647.1
Built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,68.0,2,6719.37
Super built-up  Area,18-Dec,Gopalapura,3 BHK,Sothadr,1950.2,3.0,2.0,193.0,3,9896.42
Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,,1125.0,2.0,2.0,55.0,2,4888.89
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SraruSr,1500.0,2.0,2.0,60.0,3,4000.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.9,2,6675.02
Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230.0,2.0,2.0,31.37,3,2550.41
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,,1100.0,2.0,2.0,47.0,2,4272.73
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1563.0,2.0,2.0,52.0,3,3326.94
Plot  Area,Ready To Move,4th Block Jayanagar,7 Bedroom,,2240.0,4.0,1.0,700.0,7,31250.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3729.0,4.0,2.0,384.0,4,10297.67
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Krs A C,1600.0,3.0,1.0,120.0,3,7500.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1715.0,3.0,3.0,120.0,3,6997.08
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,2400.0,4.0,1.0,180.0,4,7500.0
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1151.0,2.0,2.0,42.5,2,3692.44
Plot  Area,Ready To Move,Banaswadi,6 Bedroom,,1200.0,6.0,2.0,220.0,6,18333.33
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1123.0,2.0,2.0,60.0,2,5342.83
Super built-up  Area,20-Jan,Whitefield,2 BHK,,1276.0,2.0,1.0,69.5,2,5446.71
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315.0,2.0,3.0,77.0,2,5855.51
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1270.0,2.0,2.0,50.79,3,3999.21
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1325.0,2.0,2.0,52.0,2,3924.53
Super built-up  Area,18-Apr,Varthur,3 BHK,Muistry,1600.0,3.0,2.0,63.2,3,3950.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1660.0,3.0,2.0,104.0,3,6265.06
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Peace P,1299.0,2.0,3.0,58.0,2,4464.97
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,953.0,2.0,1.0,90.0,2,9443.86
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Paestol,1457.0,2.0,3.0,60.0,2,4118.05
Super built-up  Area,18-May,Varthur,2 BHK,,1000.0,1.0,1.0,65.0,2,6500.0
Built-up  Area,Ready To Move,Mallasandra,3 BHK,,1100.0,2.0,3.0,76.3,3,6936.36
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prdomt,1075.0,2.0,1.0,33.53,3,3119.07
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,51.0,3,3517.24
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5515.0,6.0,2.0,425.0,5,7706.26
Super built-up  Area,Ready To Move,Bellandur,1 BHK,Trows M,950.0,1.0,1.0,40.0,1,4210.53
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,1200.0,3.0,1.0,180.0,5,15000.0
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,ArBayeb,1013.0,2.0,2.0,60.0,2,5923.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,,1140.0,2.0,2.0,56.0,2,4912.28
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,,2100.0,3.0,3.0,220.0,3,10476.19
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1430.0,3.0,1.0,61.0,3,4265.73
Plot  Area,Ready To Move,Ilyas Nagar,4 Bedroom,,600.0,3.0,0.0,95.0,4,15833.33
Carpet  Area,Ready To Move,Anantapura,3 BHK,Grare S,1600.0,3.0,2.0,77.0,3,4812.5
Super built-up  Area,Ready To Move,Ayappa Nagar,2 BHK,Viconth,1190.0,2.0,1.0,48.0,2,4033.61
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1625.0,3.0,2.0,95.0,3,5846.15
Super built-up  Area,Ready To Move,Classic Paradise Layout,2 BHK,,1210.0,2.0,2.0,53.0,2,4380.17
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1615.0,3.0,2.0,150.0,3,9287.93
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,MancyRe,1180.0,2.0,2.0,85.0,2,7203.39
Plot  Area,Ready To Move,Nagasandra,2 Bedroom,,1500.0,2.0,0.0,91.0,2,6066.67
Built-up  Area,Ready To Move,Bellandur,2 BHK,Srure S,850.0,2.0,1.0,45.0,2,5294.12
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1130.0,2.0,2.0,55.0,2,4867.26
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,907.0,2.0,2.0,38.0,2,4189.64
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Vaaveeh,1300.0,2.0,3.0,90.0,2,6923.08
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891.0,3.0,1.0,110.0,3,5817.03
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Soncy R,1735.0,3.0,3.0,78.0,3,4495.68
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,33.0,3,3069.77
Built-up  Area,Ready To Move,Gowdanapalya,5 BHK,,1275.0,5.0,0.0,75.0,5,5882.35
Built-up  Area,Ready To Move,Kumaraswami Layout,7 BHK,,2040.0,4.0,3.0,123.0,7,6029.41
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1590.0,3.0,2.0,57.0,3,3584.91
Plot  Area,Ready To Move,Jayanti Nagar,5 Bedroom,,1600.0,5.0,2.0,140.0,5,8750.0
Built-up  Area,Ready To Move,Doddakammanahalli,2 BHK,,1160.0,2.0,3.0,55.0,2,4741.38
Super built-up  Area,Ready To Move,Tasker Town,2 BHK,,930.0,1.0,1.0,55.0,2,5913.98
Built-up  Area,Ready To Move,Devanahalli,2 BHK,Brrds O,1010.0,2.0,1.0,58.0,2,5742.57
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Briumri,1221.0,2.0,2.0,68.0,2,5569.21
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1108.0,2.0,1.0,87.48,2,7895.31
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,1000.0,4.0,2.0,120.0,4,12000.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1370.0,2.0,1.0,70.0,2,5109.49
Super built-up  Area,Ready To Move,Banashankari Stage V,2 BHK,,920.0,2.0,1.0,41.5,2,4510.87
Super built-up  Area,18-May,Bhoganhalli,2 BHK,Rosha I,1277.0,2.0,1.0,79.89,2,6256.07
Super built-up  Area,18-May,Horamavu Agara,2 BHK,,1213.0,2.0,2.0,38.1,2,3140.97
Super built-up  Area,Ready To Move,Singasandra,3 BHK,,1653.0,3.0,2.0,85.0,3,5142.17
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Peora P,2400.0,3.0,3.0,140.0,4,5833.33
Super built-up  Area,Ready To Move,1st Block Koramangala,4 BHK,,3000.0,5.0,3.0,500.0,4,16666.67
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Saent A,1321.0,2.0,2.0,40.0,3,3028.01
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570.0,3.0,2.0,68.0,3,4331.21
Built-up  Area,Ready To Move,Hessarghatta,8 Bedroom,,1150.0,8.0,2.0,70.0,8,6086.96
Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,TrryaAi,1053.0,2.0,3.0,44.0,2,4178.54
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,PNncysi,1325.0,2.0,3.0,56.0,3,4226.42
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274.0,2.0,1.0,90.0,2,7064.36
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam,1317.0,2.0,2.0,52.0,2,3948.37
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1195.0,2.0,1.0,75.0,2,6276.15
Super built-up  Area,18-Nov,Whitefield,4 BHK,Asarqz,2858.0,4.0,0.0,137.0,4,4793.56
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Saineiv,940.0,2.0,2.0,35.0,2,3723.4
Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820.0,3.0,2.0,95.5,3,5247.25
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450.0,3.0,3.0,53.6,3,3696.55
Built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama,1615.0,3.0,0.0,96.9,3,6000.0
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,2200.0,2.0,3.0,99.0,3,4500.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,985.0,2.0,1.0,62.5,2,6345.18
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,1116.0,2.0,1.0,33.0,2,2956.99
Super built-up  Area,Ready To Move,Attibele,2 BHK,Jae 2hu,656.0,2.0,1.0,25.0,2,3810.98
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105.0,2.0,1.0,39.5,2,3574.66
Super built-up  Area,Ready To Move,Whitefield,2 BHK,S mesci,1220.0,2.0,1.0,55.0,2,4508.2
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr,1400.0,3.0,2.0,74.0,3,5285.71
Built-up  Area,Ready To Move,Bhuvaneswari Nagar,4 Bedroom,,2400.0,3.0,0.0,185.0,4,7708.33
Plot  Area,Ready To Move,Anandapura,3 Bedroom,,850.0,3.0,0.0,63.0,3,7411.76
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Apmes H,1000.0,2.0,1.0,35.0,2,3500.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1660.0,3.0,3.0,80.0,3,4819.28
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,57.0,3,4285.71
Super built-up  Area,18-May,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,52.0,2,4463.52
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.0,2,4856.9
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Puentpa,1270.0,2.0,2.0,45.0,2,3543.31
Super built-up  Area,18-Aug,2nd Phase JP Nagar,2 BHK,,1070.0,2.0,2.0,38.0,2,3551.4
Built-up  Area,Ready To Move,RWF West Colony,3 BHK,PancyRe,1427.0,2.0,2.0,85.0,3,5956.55
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,SaideHi,1420.0,2.0,2.0,95.0,3,6690.14
Plot  Area,Ready To Move,Kothanur,4 Bedroom,,1600.0,5.0,0.0,130.0,4,8125.0
Super built-up  Area,Ready To Move,Langford Town,2 BHK,,2031.0,2.0,2.0,200.0,2,9847.37
Super built-up  Area,19-Jul,Bellandur,2 BHK,Thesseg,1454.0,2.0,1.0,90.0,2,6189.82
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Soe 2Sa,1116.0,2.0,3.0,48.76,2,4369.18
Plot  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,,2000.0,3.0,1.0,180.0,4,9000.0
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,74.03,2,5500.0
Super built-up  Area,Ready To Move,Hessarghatta,2 BHK,StwarSi,1062.0,2.0,1.0,50.0,2,4708.1
Super built-up  Area,Ready To Move,Mysore Highway,1 BHK,,700.0,1.0,1.0,25.5,1,3642.86
Super built-up  Area,19-Dec,JP Nagar,2 BHK,Shestut,1405.0,2.0,1.0,99.0,2,7046.26
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,,1100.0,2.0,2.0,50.0,2,4545.45
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,Theanmp,2153.0,4.0,3.0,120.0,3,5573.62
Plot  Area,Ready To Move,Kammagondahalli,3 Bedroom,,1200.0,3.0,2.0,120.0,3,10000.0
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,K borja,2135.0,3.0,2.0,170.0,3,7962.53
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.0,2,4177.78
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,,1350.0,2.0,2.0,47.25,3,3500.0
Built-up  Area,Ready To Move,Pai Layout,2 BHK,,1068.0,2.0,3.0,48.0,2,4494.38
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,940.0,2.0,1.0,32.9,2,3500.0
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063.0,2.0,1.0,32.79,2,3084.67
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg,1382.0,2.0,2.0,84.5,2,6114.33
Super built-up  Area,Ready To Move,Harlur,2 BHK,,936.0,2.0,1.0,45.0,2,4807.69
Super built-up  Area,Ready To Move,KR Puram,3 BHK,RaiewLa,1400.0,2.0,3.0,60.0,3,4285.71
Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475.0,1.0,1.0,26.0,1,5473.68
Super built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,VMlet C,1450.0,3.0,3.0,65.0,3,4482.76
Super built-up  Area,Ready To Move,Kudlu,2 BHK,GKityel,1162.0,2.0,1.0,52.0,2,4475.04
Super built-up  Area,18-Dec,Hosa Road,2 BHK,Mahesr,1161.0,2.0,1.0,48.75,2,4198.97
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,SoosePr,1623.29,2.0,2.0,105.0,3,6468.35
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Keorai,1260.0,2.0,1.0,70.0,2,5555.56
Plot  Area,Ready To Move,Billekahalli,4 Bedroom,Raony C,1672.0,3.0,2.0,190.0,4,11363.64
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Akone R,3000.0,4.0,2.0,240.0,3,8000.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vauna F,1500.0,2.0,0.0,70.0,3,4666.67
Super built-up  Area,20-Jun,Budigere,1 BHK,Brstaue,705.0,1.0,0.0,34.545,1,4900.0
Plot  Area,Ready To Move,Gaurava Nagar,5 Bedroom,,1650.0,6.0,2.0,200.0,5,12121.21
Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,Saent G,2000.0,3.0,3.0,200.0,3,10000.0
Plot  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,,1675.0,1.0,0.0,241.0,1,14388.06
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1100.0,2.0,2.0,46.2,2,4200.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Salesni,1400.0,2.0,3.0,56.0,3,4000.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257.0,3.0,2.0,155.0,3,6867.52
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,2,4900.26
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ceiti I,1197.0,2.0,1.0,56.86,2,4750.21
Super built-up  Area,Ready To Move,Siddapura,2 BHK,Vidgema,1150.0,2.0,2.0,90.0,2,7826.09
Super built-up  Area,20-Dec,Akshayanagara East,1 BHK,,595.0,1.0,1.0,40.0,1,6722.69
Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1837.0,3.0,1.0,110.0,3,5988.02
Plot  Area,Ready To Move,Kumbalgodu,4 Bedroom,,3750.0,4.0,2.0,190.0,4,5066.67
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,91.86,3,5019.67
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1715.0,3.0,3.0,115.0,3,6705.54
Super built-up  Area,Ready To Move,Electronic City,2 BHK,MancyEl,970.0,2.0,1.0,35.0,2,3608.25
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,,1200.0,3.0,2.0,148.0,4,12333.33
Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,,2700.0,5.0,1.0,95.75,4,3546.3
Plot  Area,Ready To Move,Siddapura,3 Bedroom,PrstaLa,5480.0,4.0,2.0,400.0,3,7299.27
Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,,2400.0,5.0,1.0,135.0,4,5625.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Nauha G,3040.0,4.0,2.0,135.0,4,4440.79
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168.0,2.0,1.0,66.0,2,5650.68
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh,1160.0,2.0,2.0,36.54,2,3150.0
Plot  Area,Ready To Move,Kumaraswami Layout,2 Bedroom,,600.0,2.0,1.0,72.0,2,12000.0
Super built-up  Area,18-Dec,ITPL,2 BHK,,850.0,2.0,1.0,25.4,2,2988.24
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Apise P,935.0,2.0,2.0,39.0,2,4171.12
Plot  Area,Ready To Move,Ullal Road,5 Bedroom,,1200.0,5.0,1.0,235.0,5,19583.33
Super built-up  Area,18-Apr,Doddaballapur,1 BHK,,654.0,1.0,1.0,49.0,1,7492.35
Built-up  Area,Ready To Move,Domlur,3 BHK,Prandm,1650.0,3.0,1.0,180.0,3,10909.09
Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,5656.0,5.0,0.0,499.0,3,8822.49
Super built-up  Area,Ready To Move,Vinayak Nagar,2 BHK,SLayaer,1300.0,2.0,1.0,33.0,2,2538.46
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950.0,2.0,1.0,60.0,2,6315.79
Super built-up  Area,18-May,Silk Board,3 BHK,,1250.0,3.0,2.0,54.0,3,4320.0
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,,1072.0,2.0,1.0,42.87,2,3999.07
Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,Siuntar,1425.0,2.0,2.0,65.0,3,4561.4
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys,1165.0,1.0,0.0,42.09,2,3612.88
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390.0,2.0,2.0,69.49,3,4999.28
Built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Rahidhi,1510.0,3.0,2.0,78.0,3,5165.56
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,G conTh,1305.0,2.0,2.0,90.0,2,6896.55
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,1200.0,6.0,2.0,170.0,6,14166.67
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,Vitat H,866.0,2.0,2.0,32.0,2,3695.15
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak,1231.0,2.0,1.0,84.5,2,6864.34
Super built-up  Area,Ready To Move,Sompura,3 BHK,,1360.0,2.0,3.0,45.0,3,3308.82
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2500.0,3.0,3.0,138.0,3,5520.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1140.0,2.0,3.0,55.0,2,4824.56
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,30.0,1,5714.29
Super built-up  Area,19-Sep,Whitefield,2 BHK,,1295.0,2.0,1.0,64.5,2,4980.69
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,1020.0,2.0,2.0,45.75,2,4485.29
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades,3504.0,4.0,2.0,262.0,4,7477.17
Plot  Area,Ready To Move,Sidedahalli,2 Bedroom,,1200.0,1.0,0.0,50.0,2,4166.67
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1100.0,2.0,1.0,41.0,2,3727.27
Plot  Area,19-Dec,Bannerghatta Road,4 Bedroom,Putere,4723.0,4.0,3.0,500.0,4,10586.49
Super built-up  Area,Ready To Move,Kothannur,2 BHK,,820.0,2.0,2.0,37.0,2,4512.2
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3508.0,4.0,1.0,386.0,4,11003.42
Plot  Area,Ready To Move,Versova Layout,4 Bedroom,,3700.0,4.0,2.0,400.0,4,10810.81
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Ajresre,1354.0,2.0,2.0,70.0,2,5169.87
Super built-up  Area,Ready To Move,Basavangudi,4 BHK,Bousey,2453.0,3.0,2.0,250.0,4,10191.6
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1154.0,2.0,1.0,51.8,2,4488.73
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1680.0,2.0,3.0,92.0,3,5476.19
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1205.0,2.0,2.0,60.0,2,4979.25
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1400.0,2.0,2.0,86.0,3,6142.86
Carpet  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,1625.0,3.0,1.0,150.0,3,9230.77
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,,1500.0,3.0,1.0,73.0,3,4866.67
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1520.0,2.0,3.0,80.0,3,5263.16
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1150.0,2.0,2.0,47.0,2,4086.96
Super built-up  Area,18-Apr,Kadugodi,3 BHK,Alestrb,1762.0,3.0,3.0,109.0,3,6186.15
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,58.0,2,5030.36
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,LedorSa,2650.0,4.0,1.0,223.0,4,8415.09
Super built-up  Area,Ready To Move,Sompura,3 BHK,SSityri,1350.0,2.0,2.0,47.0,3,3481.48
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950.0,2.0,2.0,56.0,2,5894.74
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Leero C,3295.0,3.0,3.0,310.0,3,9408.19
Super built-up  Area,Ready To Move,Coconut Grove Layout,3 BHK,Keleti,1515.0,3.0,3.0,80.5,3,5313.53
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,Vincy R,1100.0,2.0,2.0,30.0,2,2727.27
Super built-up  Area,Ready To Move,Byrasandra,2 BHK,,1250.0,2.0,2.0,65.0,2,5200.0
Built-up  Area,Ready To Move,HBR Layout,2 Bedroom,,1200.0,2.0,0.0,120.0,2,10000.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7 BHK,,2500.0,8.0,3.0,95.0,7,3800.0
Plot  Area,Ready To Move,Hoskote,4 Bedroom,,1200.0,4.0,2.0,100.0,4,8333.33
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad,1355.0,2.0,2.0,51.5,3,3800.74
Super built-up  Area,18-Apr,8th Phase JP Nagar,3 BHK,,1275.0,3.0,2.0,45.0,3,3529.41
Super built-up  Area,19-Sep,Padmanabhanagar,3 BHK,SollyCl,2051.0,3.0,2.0,170.0,3,8288.64
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,MRsicla,1470.0,2.0,2.0,99.0,3,6734.69
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,VaantPl,1550.0,2.0,3.0,70.0,3,4516.13
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1270.0,2.0,1.0,73.0,3,5748.03
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,2.0,111.0,4,5238.32
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1600.0,3.0,3.0,170.0,3,10625.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,ACiteda,1320.0,2.0,2.0,50.0,3,3787.88
